年月,縣市,用電性質,售電量(度),用電佔比(%)
10604,新竹市,服務業,95463829,12.19
10604,新竹市,農林漁牧,666715,0.09
10604,新竹市,工業,624401904,79.71
10604,嘉義市,住宅,35674469,42.65
10604,嘉義市,服務業,40752440,48.73
10604,嘉義市,農林漁牧,507076,0.61
10604,嘉義市,工業,6701513,8.01
10604,澎湖縣,住宅,11374880,41.15
10604,澎湖縣,服務業,12400371,44.86
10604,澎湖縣,農林漁牧,426777,1.54
10604,澎湖縣,工業,3440183,12.45
10604,金門縣,住宅,7937163,39.9
10604,金門縣,服務業,9428466,47.4
10604,金門縣,農林漁牧,247871,1.25
10604,金門縣,工業,2279478,11.46
10604,連江縣,住宅,1819510,37.09
10604,連江縣,服務業,2636149,53.73
10604,連江縣,農林漁牧,18296,0.37
10604,連江縣,工業,432362,8.81
10603,新北市,住宅,563517723,38.81
10603,新北市,服務業,466528123,32.13
10603,新北市,農林漁牧,1506324,0.1
10603,新北市,工業,420538095,28.96
10603,台北市,住宅,370542449,33.78
10603,台北市,服務業,692117176,63.1
10603,台北市,農林漁牧,1484464,0.14
10603,台北市,工業,32727486,2.98
10603,桃園市,住宅,299697293,13.63
10603,桃園市,服務業,309212183,14.07
10603,桃園市,農林漁牧,2095520,0.1
10603,桃園市,工業,1587349835,72.21
10603,台中市,住宅,393514476,17.97
10603,台中市,服務業,456905553,20.86
10603,台中市,農林漁牧,11901504,0.54
10603,台中市,工業,1327906300,60.63
10603,台南市,住宅,255360779,12.25
10603,台南市,服務業,224087697,10.75
10603,台南市,農林漁牧,25255497,1.21
10603,台南市,工業,1579391163,75.78
10603,高雄市,住宅,404201582,17.78
10603,高雄市,服務業,407206492,17.92
10603,高雄市,農林漁牧,18223756,0.8
10603,高雄市,工業,1443194801,63.5
10603,宜蘭縣,住宅,62405544,24.52
10603,宜蘭縣,服務業,55159705,21.68
10603,宜蘭縣,農林漁牧,4294454,1.69
10603,宜蘭縣,工業,132622881,52.11
10603,新竹縣,住宅,76037219,10.3
10603,新竹縣,服務業,64258832,8.7
10603,新竹縣,農林漁牧,1268802,0.17
10603,新竹縣,工業,596949549,80.83
10603,苗栗縣,住宅,73215288,12.39
10603,苗栗縣,服務業,54407815,9.21
10603,苗栗縣,農林漁牧,1851743,0.31
10603,苗栗縣,工業,461499723,78.09
10603,彰化縣,住宅,166581132,19.74
10603,彰化縣,服務業,145211187,17.21
10603,彰化縣,農林漁牧,29718591,3.52
10603,彰化縣,工業,502420457,59.53
10603,南投縣,住宅,58151762,27.56
10603,南投縣,服務業,46386552,21.98
10603,南投縣,農林漁牧,7968538,3.78
10603,南投縣,工業,98516754,46.69
10603,雲林縣,住宅,96750369,22.67
10603,雲林縣,服務業,58716140,13.76
10603,雲林縣,農林漁牧,28310008,6.63
10603,雲林縣,工業,243024994,56.94
10603,嘉義縣,住宅,66566275,32.31
10603,嘉義縣,服務業,42265271,20.51
10603,嘉義縣,農林漁牧,17280503,8.39
10603,嘉義縣,工業,79914582,38.79
10603,屏東縣,住宅,115242880,33.45
10603,屏東縣,服務業,80482906,23.36
10603,屏東縣,農林漁牧,54477954,15.81
10603,屏東縣,工業,94317945,27.38
10603,台東縣,住宅,26924729,41.27
10603,台東縣,服務業,25652289,39.32
10603,台東縣,農林漁牧,2183382,3.35
10603,台東縣,工業,10475966,16.06
10603,花蓮縣,住宅,43331762,23.15
10603,花蓮縣,服務業,51207885,27.36
10603,花蓮縣,農林漁牧,2226240,1.19
10603,花蓮縣,工業,90426565,48.31
10603,基隆市,住宅,46655845,46.31
10603,基隆市,服務業,36952961,36.68
10603,基隆市,農林漁牧,9124,0.01
10603,基隆市,工業,17134181,17.01
10603,新竹市,住宅,69095687,8.73
10603,新竹市,服務業,91479256,11.56
10603,新竹市,農林漁牧,636271,0.08
10603,新竹市,工業,629936092,79.62
10603,嘉義市,住宅,35914988,43.63
10603,嘉義市,服務業,39403919,47.86
10603,嘉義市,農林漁牧,459773,0.56
10603,嘉義市,工業,6547002,7.95
10603,澎湖縣,住宅,13015422,44.03
10603,澎湖縣,服務業,12849763,43.47
10603,澎湖縣,農林漁牧,349452,1.18
10603,澎湖縣,工業,3343425,11.31
10603,金門縣,住宅,9200004,43.79
10603,金門縣,服務業,9683868,46.09
10603,金門縣,農林漁牧,215830,1.03
10603,金門縣,工業,1909991,9.09
10603,連江縣,住宅,2190667,42.25
10603,連江縣,服務業,2549360,49.17
10603,連江縣,農林漁牧,16118,0.31
10603,連江縣,工業,428720,8.27
10602,新北市,住宅,553542817,41.2
10602,新北市,服務業,429482226,31.96
10602,新北市,農林漁牧,1538121,0.11
10602,新北市,工業,359078871,26.72
10602,台北市,住宅,351628270,34.99
10602,台北市,服務業,621657912,61.86
10602,台北市,農林漁牧,1234834,0.12
10602,台北市,工業,30392481,3.02
10602,桃園市,住宅,341987370,16.94
10602,桃園市,服務業,293958743,14.56
10602,桃園市,農林漁牧,2193530,0.11
10602,桃園市,工業,1380638385,68.39
10602,台中市,住宅,391082612,20.04
10602,台中市,服務業,423075910,21.68
10602,台中市,農林漁牧,10894755,0.56
10602,台中市,工業,1126272929,57.72
10602,台南市,住宅,259188154,13.78
10602,台南市,服務業,215662937,11.47
10602,台南市,農林漁牧,26020454,1.38
10602,台南市,工業,1379528692,73.36
10602,高雄市,住宅,324554987,16.35
10602,高雄市,服務業,375483699,18.91
10602,高雄市,農林漁牧,18040587,0.91
10602,高雄市,工業,1267535275,63.84
10602,宜蘭縣,住宅,64044069,27.37
10602,宜蘭縣,服務業,50874429,21.74
10602,宜蘭縣,農林漁牧,4349210,1.86
10602,宜蘭縣,工業,114714093,49.03
10602,新竹縣,住宅,82786500,12.18
10602,新竹縣,服務業,66410988,9.77
10602,新竹縣,農林漁牧,1373477,0.2
10602,新竹縣,工業,528858946,77.84
10602,苗栗縣,住宅,62181715,12.42
10602,苗栗縣,服務業,50205556,10.03
10602,苗栗縣,農林漁牧,1654612,0.33
10602,苗栗縣,工業,386439491,77.21
10602,彰化縣,住宅,162725037,21.48
10602,彰化縣,服務業,144630895,19.09
10602,彰化縣,農林漁牧,29880458,3.94
10602,彰化縣,工業,420480745,55.49
10602,南投縣,住宅,70013243,33.34
10602,南投縣,服務業,48376501,23.04
10602,南投縣,農林漁牧,8385843,3.99
10602,南投縣,工業,83193316,39.62
10602,雲林縣,住宅,89517621,22.96
10602,雲林縣,服務業,53610666,13.75
10602,雲林縣,農林漁牧,27942774,7.17
10602,雲林縣,工業,218762589,56.12
10602,嘉義縣,住宅,59463220,31.93
10602,嘉義縣,服務業,38990220,20.94
10602,嘉義縣,農林漁牧,18025646,9.68
10602,嘉義縣,工業,69732852,37.45
10602,屏東縣,住宅,105877744,33.25
10602,屏東縣,服務業,74317787,23.34
10602,屏東縣,農林漁牧,58494125,18.37
10602,屏東縣,工業,79693704,25.03
10602,台東縣,住宅,29999790,45.18
10602,台東縣,服務業,24854689,37.43
10602,台東縣,農林漁牧,2151193,3.24
10602,台東縣,工業,9398033,14.15
10602,花蓮縣,住宅,49078053,28.28
10602,花蓮縣,服務業,47787140,27.54
10602,花蓮縣,農林漁牧,2176556,1.25
10602,花蓮縣,工業,74501076,42.93
10602,基隆市,住宅,53980682,51.49
10602,基隆市,服務業,35892599,34.23
10602,基隆市,農林漁牧,9773,0.01
10602,基隆市,工業,14960478,14.27
10602,新竹市,住宅,61303829,8.64
10602,新竹市,服務業,83131585,11.72
10602,新竹市,農林漁牧,591778,0.08
10602,新竹市,工業,564132692,79.55
10602,嘉義市,住宅,36099447,45.67
10602,嘉義市,服務業,36428251,46.08
10602,嘉義市,農林漁牧,489307,0.62
10602,嘉義市,工業,6033899,7.63
10602,澎湖縣,住宅,11474407,44.99
10602,澎湖縣,服務業,10561099,41.41
10602,澎湖縣,農林漁牧,358410,1.41
10602,澎湖縣,工業,3112336,12.2
10602,金門縣,住宅,7787201,43.69
10602,金門縣,服務業,8168062,45.82
10602,金門縣,農林漁牧,229321,1.29
10602,金門縣,工業,1640372,9.2
10602,連江縣,住宅,2469964,43.78
10602,連江縣,服務業,2742625,48.61
10602,連江縣,農林漁牧,18929,0.34
10602,連江縣,工業,410521,7.28
10601,新北市,住宅,548509760,37.86
10601,新北市,服務業,507782030,35.05
10601,新北市,農林漁牧,1617045,0.11
10601,新北市,工業,391009225,26.99
10601,台北市,住宅,364584957,32.51
10601,台北市,服務業,721849288,64.36
10601,台北市,農林漁牧,1442179,0.13
10601,台北市,工業,33619596,3
10601,桃園市,住宅,279153727,13.73
10601,桃園市,服務業,322116211,15.84
10601,桃園市,農林漁牧,2302943,0.11
10601,桃園市,工業,1430102068,70.32
10601,台中市,住宅,393084401,18.73
10601,台中市,服務業,486374423,23.17
10601,台中市,農林漁牧,11950853,0.57
10601,台中市,工業,1207661939,57.53
10601,台南市,住宅,255417678,12.81
10601,台南市,服務業,232754419,11.68
10601,台南市,農林漁牧,26957513,1.35
10601,台南市,工業,1478160279,74.16
10601,高雄市,住宅,425962316,19.42
10601,高雄市,服務業,413664405,18.86
10601,高雄市,農林漁牧,18651243,0.85
10601,高雄市,工業,1335459239,60.88
10601,宜蘭縣,住宅,59880891,24.61
10601,宜蘭縣,服務業,57995963,23.83
10601,宜蘭縣,農林漁牧,4397589,1.81
10601,宜蘭縣,工業,121072355,49.75
10601,新竹縣,住宅,72451935,10.2
10601,新竹縣,服務業,67462700,9.5
10601,新竹縣,農林漁牧,1393156,0.2
10601,新竹縣,工業,569084666,80.11
10601,苗栗縣,住宅,69793191,12.98
10601,苗栗縣,服務業,58581209,10.9
10601,苗栗縣,農林漁牧,1707172,0.32
10601,苗栗縣,工業,407554133,75.8
10601,彰化縣,住宅,157319801,20.13
10601,彰化縣,服務業,153243683,19.6
10601,彰化縣,農林漁牧,31285394,4
10601,彰化縣,工業,439850244,56.27
10601,南投縣,住宅,56829707,28.56
10601,南投縣,服務業,49473213,24.86
10601,南投縣,農林漁牧,8275491,4.16
10601,南投縣,工業,84410282,42.42
10601,雲林縣,住宅,88132384,21.58
10601,雲林縣,服務業,62267279,15.25
10601,雲林縣,農林漁牧,25913610,6.34
10601,雲林縣,工業,232114153,56.83
10601,嘉義縣,住宅,63171354,32.93
10601,嘉義縣,服務業,44049854,22.96
10601,嘉義縣,農林漁牧,16099515,8.39
10601,嘉義縣,工業,68497051,35.71
10601,屏東縣,住宅,118911864,34.61
10601,屏東縣,服務業,83664595,24.35
10601,屏東縣,農林漁牧,56882742,16.56
10601,屏東縣,工業,84100698,24.48
10601,台東縣,住宅,26606811,40.93
10601,台東縣,服務業,26457040,40.69
10601,台東縣,農林漁牧,2056585,3.16
10601,台東縣,工業,9892645,15.22
10601,花蓮縣,住宅,42312846,23.33
10601,花蓮縣,服務業,52995696,29.22
10601,花蓮縣,農林漁牧,2182001,1.2
10601,花蓮縣,工業,83895790,46.25
10601,基隆市,住宅,44275768,44.05
10601,基隆市,服務業,39808441,39.6
10601,基隆市,農林漁牧,7922,0.01
10601,基隆市,工業,16426568,16.34
10601,新竹市,住宅,66900836,8.51
10601,新竹市,服務業,89563585,11.39
10601,新竹市,農林漁牧,618974,0.08
10601,新竹市,工業,629300010,80.02
10601,嘉義市,住宅,35641445,42.68
10601,嘉義市,服務業,41154462,49.28
10601,嘉義市,農林漁牧,437631,0.52
10601,嘉義市,工業,6277045,7.52
10601,澎湖縣,住宅,12761895,41.94
10601,澎湖縣,服務業,13969671,45.9
10601,澎湖縣,農林漁牧,378115,1.24
10601,澎湖縣,工業,3322327,10.92
10601,金門縣,住宅,8644206,41.76
10601,金門縣,服務業,10016578,48.39
10601,金門縣,農林漁牧,202629,0.98
10601,金門縣,工業,1837977,8.88
10601,連江縣,住宅,2957067,41.78
10601,連江縣,服務業,3626087,51.23
10601,連江縣,農林漁牧,30918,0.44
10601,連江縣,工業,463742,6.55
10512,新北市,住宅,605488032,38.89
10512,新北市,服務業,511048614,32.83
10512,新北市,農林漁牧,1712588,0.11
10512,新北市,工業,438608008,28.17
10512,台北市,住宅,396001560,33.17
10512,台北市,服務業,760839467,63.73
10512,台北市,農林漁牧,1538297,0.13
10512,台北市,工業,35416065,2.97
10512,桃園市,住宅,353257005,15.43
10512,桃園市,服務業,350665800,15.32
10512,桃園市,農林漁牧,2440203,0.11
10512,桃園市,工業,1582977628,69.15
10512,台中市,住宅,438654022,19.65
10512,台中市,服務業,509231289,22.81
10512,台中市,農林漁牧,12872125,0.58
10512,台中市,工業,1271640327,56.96
10512,台南市,住宅,292814690,13.4
10512,台南市,服務業,262198213,12
10512,台南市,農林漁牧,30321186,1.39
10512,台南市,工業,1599456638,73.21
10512,高雄市,住宅,386682183,17.1
10512,高雄市,服務業,455486408,20.14
10512,高雄市,農林漁牧,19339225,0.86
10512,高雄市,工業,1400151081,61.91
10512,宜蘭縣,住宅,64479348,24.08
10512,宜蘭縣,服務業,57679825,21.54
10512,宜蘭縣,農林漁牧,4646948,1.74
10512,宜蘭縣,工業,140946121,52.64
10512,新竹縣,住宅,89745695,11.63
10512,新竹縣,服務業,77952644,10.1
10512,新竹縣,農林漁牧,1495271,0.19
10512,新竹縣,工業,602300982,78.07
10512,苗栗縣,住宅,67307584,11.94
10512,苗栗縣,服務業,59431112,10.54
10512,苗栗縣,農林漁牧,1879688,0.33
10512,苗栗縣,工業,435294496,77.19
10512,彰化縣,住宅,177996589,20.38
10512,彰化縣,服務業,168771766,19.32
10512,彰化縣,農林漁牧,34547739,3.96
10512,彰化縣,工業,492096489,56.34
10512,南投縣,住宅,74967516,31.42
10512,南投縣,服務業,56478762,23.67
10512,南投縣,農林漁牧,8966855,3.76
10512,南投縣,工業,98174892,41.15
10512,雲林縣,住宅,95130084,21.56
10512,雲林縣,服務業,66556007,15.08
10512,雲林縣,農林漁牧,28521778,6.46
10512,雲林縣,工業,251018314,56.89
10512,嘉義縣,住宅,63254684,30.75
10512,嘉義縣,服務業,46816676,22.76
10512,嘉義縣,農林漁牧,18347700,8.92
10512,嘉義縣,工業,77266059,37.57
10512,屏東縣,住宅,118628151,32.85
10512,屏東縣,服務業,88524114,24.52
10512,屏東縣,農林漁牧,58288730,16.14
10512,屏東縣,工業,95643738,26.49
10512,台東縣,住宅,31473234,43.14
10512,台東縣,服務業,29608176,40.58
10512,台東縣,農林漁牧,2234984,3.06
10512,台東縣,工業,9648041,13.22
10512,花蓮縣,住宅,50038745,24.18
10512,花蓮縣,服務業,55479680,26.81
10512,花蓮縣,農林漁牧,2665846,1.29
10512,花蓮縣,工業,98724178,47.71
10512,基隆市,住宅,56348481,48.47
10512,基隆市,服務業,42477817,36.54
10512,基隆市,農林漁牧,9114,0.01
10512,基隆市,工業,17425379,14.99
10512,新竹市,住宅,67757515,8.36
10512,新竹市,服務業,100682099,12.42
10512,新竹市,農林漁牧,663260,0.08
10512,新竹市,工業,641627536,79.14
10512,嘉義市,住宅,40432689,44.03
10512,嘉義市,服務業,43622681,47.5
10512,嘉義市,農林漁牧,491849,0.54
10512,嘉義市,工業,7283515,7.93
10512,澎湖縣,住宅,12633133,43.86
10512,澎湖縣,服務業,12323937,42.79
10512,澎湖縣,農林漁牧,416254,1.45
10512,澎湖縣,工業,3427030,11.9
10512,金門縣,住宅,7737521,39.05
10512,金門縣,服務業,9732740,49.12
10512,金門縣,農林漁牧,215339,1.09
10512,金門縣,工業,2127600,10.74
10512,連江縣,住宅,1795011,35.85
10512,連江縣,服務業,2759090,55.11
10512,連江縣,農林漁牧,18660,0.37
10512,連江縣,工業,433993,8.67
10511,新北市,住宅,728432829,41.04
10511,新北市,服務業,602731052,33.96
10511,新北市,農林漁牧,1764502,0.1
10511,新北市,工業,441975345,24.9
10511,台北市,住宅,489471387,35.51
10511,台北市,服務業,850869748,61.72
10511,台北市,農林漁牧,1543714,0.11
10511,台北市,工業,36659820,2.66
10511,桃園市,住宅,337424261,14.82
10511,桃園市,服務業,376779123,16.55
10511,桃園市,農林漁牧,2625664,0.12
10511,桃園市,工業,1560417561,68.52
10511,台中市,住宅,515345635,21.88
10511,台中市,服務業,571800922,24.28
10511,台中市,農林漁牧,13986748,0.59
10511,台中市,工業,1253802245,53.24
10511,台南市,住宅,333308812,14.95
10511,台南市,服務業,280506322,12.59
10511,台南市,農林漁牧,34084357,1.53
10511,台南市,工業,1580857116,70.93
10511,高雄市,住宅,565826980,22.36
10511,高雄市,服務業,490935444,19.4
10511,高雄市,農林漁牧,19478952,0.77
10511,高雄市,工業,1454500445,57.47
10511,宜蘭縣,住宅,72409043,25.63
10511,宜蘭縣,服務業,67285956,23.81
10511,宜蘭縣,農林漁牧,5233106,1.85
10511,宜蘭縣,工業,137640231,48.71
10511,新竹縣,住宅,92533535,12.01
10511,新竹縣,服務業,78253919,10.15
10511,新竹縣,農林漁牧,1613705,0.21
10511,新竹縣,工業,598289927,77.63
10511,苗栗縣,住宅,93173347,16.07
10511,苗栗縣,服務業,68592255,11.83
10511,苗栗縣,農林漁牧,2260275,0.39
10511,苗栗縣,工業,415898087,71.72
10511,彰化縣,住宅,10755104,22.35
10511,彰化縣,服務業,172246378,19.07
10511,彰化縣,農林漁牧,39383621,4.36
10511,彰化縣,工業,489592753,54.21
10511,南投縣,住宅,65943791,29.11
10511,南投縣,服務業,56715135,25.03
10511,南投縣,農林漁牧,10071959,4.45
10511,南投縣,工業,93830540,41.42
10511,雲林縣,住宅,112084485,23.97
10511,雲林縣,服務業,74971789,16.03
10511,雲林縣,農林漁牧,31371248,6.71
10511,雲林縣,工業,249232210,53.29
10511,嘉義縣,住宅,79597811,33.03
10511,嘉義縣,服務業,51724770,21.47
10511,嘉義縣,農林漁牧,20905035,8.68
10511,嘉義縣,工業,88742770,36.83
10511,屏東縣,住宅,143949099,36.67
10511,屏東縣,服務業,96152671,24.5
10511,屏東縣,農林漁牧,57646781,14.69
10511,屏東縣,工業,94759256,24.14
10511,台東縣,住宅,31626153,41.46
10511,台東縣,服務業,31934250,41.86
10511,台東縣,農林漁牧,2341046,3.07
10511,台東縣,工業,10382629,13.61
10511,花蓮縣,住宅,51366264,25.3
10511,花蓮縣,服務業,61557545,30.32
10511,花蓮縣,農林漁牧,2601208,1.28
10511,花蓮縣,工業,87498195,43.1
10511,基隆市,住宅,55427818,46.28
10511,基隆市,服務業,46206843,38.58
10511,基隆市,農林漁牧,8673,0.01
10511,基隆市,工業,18122118,15.13
10511,新竹市,住宅,90710140,10.73
10511,新竹市,服務業,111644622,13.2
10511,新竹市,農林漁牧,751191,0.09
10511,新竹市,工業,642397425,75.98
10511,嘉義市,住宅,47070455,44.68
10511,嘉義市,服務業,50512729,47.94
10511,嘉義市,農林漁牧,565330,0.54
10511,嘉義市,工業,7210778,6.84
10511,澎湖縣,住宅,16342527,44.27
10511,澎湖縣,服務業,16570576,44.89
10511,澎湖縣,農林漁牧,460299,1.25
10511,澎湖縣,工業,3540360,9.59
10511,金門縣,住宅,10376470,40.2
10511,金門縣,服務業,12460437,48.27
10511,金門縣,農林漁牧,239600,0.93
10511,金門縣,工業,2736422,10.6
10511,連江縣,住宅,2695805,43.15
10511,連江縣,服務業,3133636,50.16
10511,連江縣,農林漁牧,1102,0.32
10511,連江縣,工業,397437,6.36
10510,新北市,住宅,832253340,43.69
10510,新北市,服務業,607806566,31.91
10510,新北市,農林漁牧,1882545,0.1
10510,新北市,工業,462775888,24.3
10510,台北市,住宅,553509727,36.85
10510,台北市,服務業,907730546,60.44
10510,台北市,農林漁牧,1777000,0.12
10510,台北市,工業,38898448,2.59
10510,桃園市,住宅,466740294,18.57
10510,桃園市,服務業,413135498,16.44
10510,桃園市,農林漁牧,2728279,0.11
10510,桃園市,工業,1631081628,64.89
10510,台中市,住宅,554862401,22.66
10510,台中市,服務業,579776116,23.67
10510,台中市,農林漁牧,15169340,0.62
10510,台中市,工業,1299219437,53.05
10510,台南市,住宅,366679345,15.61
10510,台南市,服務業,301111165,12.82
10510,台南市,農林漁牧,36323050,1.55
10510,台南市,工業,1644554724,70.02
10510,高雄市,住宅,466968488,18.97
10510,高雄市,服務業,511100856,20.77
10510,高雄市,農林漁牧,19475309,0.79
10510,高雄市,工業,1463623952,59.47
10510,宜蘭縣,住宅,84924814,28.65
10510,宜蘭縣,服務業,68038151,22.95
10510,宜蘭縣,農林漁牧,6257893,2.11
10510,宜蘭縣,工業,137183336,46.28
10510,新竹縣,住宅,119782977,14.07
10510,新竹縣,服務業,91719194,10.77
10510,新竹縣,農林漁牧,1876738,0.22
10510,新竹縣,工業,638181584,74.94
10510,苗栗縣,住宅,89731184,14.92
10510,苗栗縣,服務業,69800040,11.61
10510,苗栗縣,農林漁牧,2314821,0.38
10510,苗栗縣,工業,439557090,73.09
10510,彰化縣,住宅,227148374,23.92
10510,彰化縣,服務業,184818252,19.46
10510,彰化縣,農林漁牧,40558262,4.27
10510,彰化縣,工業,497165344,52.35
10510,南投縣,住宅,87483688,33.85
10510,南投縣,服務業,62969571,24.36
10510,南投縣,農林漁牧,10029979,3.88
10510,南投縣,工業,97963415,37.9
10510,雲林縣,住宅,117058401,24.11
10510,雲林縣,服務業,74041061,15.25
10510,雲林縣,農林漁牧,32717448,6.74
10510,雲林縣,工業,261714153,53.9
10510,嘉義縣,住宅,7721110,31.92
10510,嘉義縣,服務業,53217893,22
10510,嘉義縣,農林漁牧,21452448,8.87
10510,嘉義縣,工業,90060236,37.22
10510,屏東縣,住宅,135450293,35.56
10510,屏東縣,服務業,96203327,25.26
10510,屏東縣,農林漁牧,54361324,14.27
10510,屏東縣,工業,94884482,24.91
10510,台東縣,住宅,37863809,44.32
10510,台東縣,服務業,34848213,40.79
10510,台東縣,農林漁牧,2366263,2.77
10510,台東縣,工業,10353776,12.12
10510,花蓮縣,住宅,64231992,29.05
10510,花蓮縣,服務業,64941825,29.37
10510,花蓮縣,農林漁牧,2652360,1.2
10510,花蓮縣,工業,89254695,40.37
10510,基隆市,住宅,76200851,52.28
10510,基隆市,服務業,50809598,34.86
10510,基隆市,農林漁牧,8517,0.01
10510,基隆市,工業,18726318,12.85
10510,新竹市,住宅,94317449,10.41
10510,新竹市,服務業,11127381,13.28
10510,新竹市,農林漁牧,802464,0.09
10510,新竹市,工業,690245501,76.22
10510,嘉義市,住宅,50512832,45.87
10510,嘉義市,服務業,51751698,46.99
10510,嘉義市,農林漁牧,543987,0.49
10510,嘉義市,工業,7317098,6.64
10510,澎湖縣,住宅,15839890,44.64
10510,澎湖縣,服務業,15490779,43.65
10510,澎湖縣,農林漁牧,482974,1.36
10510,澎湖縣,工業,3670965,10.35
10510,金門縣,住宅,10640944,40.11
10510,金門縣,服務業,12557571,47.34
10510,金門縣,農林漁牧,241909,0.91
10510,金門縣,工業,3086359,11.63
10510,連江縣,住宅,2388393,37.44
10510,連江縣,服務業,3496935,54.81
10510,連江縣,農林漁牧,21052,0.33
10510,連江縣,工業,473406,7.42
10509,新北市,住宅,983799605,46.07
10509,新北市,服務業,690504600,32.34
10509,新北市,農林漁牧,2092578,0.1
10509,新北市,工業,458916791,21.49
10509,台北市,住宅,658430220,39.38
10509,台北市,服務業,973055220,58.2
10509,台北市,農林漁牧,1809277,0.11
10509,台北市,工業,38740916,2.32
10509,桃園市,住宅,451638132,18.28
10509,桃園市,服務業,429334977,17.38
10509,桃園市,農林漁牧,3071992,0.12
10509,桃園市,工業,1586461822,64.22
10509,台中市,住宅,633384351,25.43
10509,台中市,服務業,629236773,25.26
10509,台中市,農林漁牧,15204959,0.61
10509,台中市,工業,1213066814,48.7
10509,台南市,住宅,400873975,17.27
10509,台南市,服務業,301101698,12.97
10509,台南市,農林漁牧,38727714,1.67
10509,台南市,工業,1581152130,68.1
10509,高雄市,住宅,662319545,26.84
10509,高雄市,服務業,517464965,20.97
10509,高雄市,農林漁牧,20813030,0.84
10509,高雄市,工業,1267000558,51.35
10509,宜蘭縣,住宅,98573099,32.36
10509,宜蘭縣,服務業,77732100,25.52
10509,宜蘭縣,農林漁牧,7088914,2.33
10509,宜蘭縣,工業,121182298,39.79
10509,新竹縣,住宅,121643165,14.71
10509,新竹縣,服務業,87188347,10.54
10509,新竹縣,農林漁牧,1931349,0.23
10509,新竹縣,工業,616149969,74.51
10509,苗栗縣,住宅,124788339,20.11
10509,苗栗縣,服務業,76376360,12.31
10509,苗栗縣,農林漁牧,2524646,0.41
10509,苗栗縣,工業,416732394,67.17
10509,彰化縣,住宅,250236219,26.38
10509,彰化縣,服務業,184461412,19.44
10509,彰化縣,農林漁牧,45478222,4.79
10509,彰化縣,工業,468517817,49.39
10509,南投縣,住宅,74297947,31.17
10509,南投縣,服務業,60250275,25.27
10509,南投縣,農林漁牧,10390050,4.36
10509,南投縣,工業,93454867,39.2
10509,雲林縣,住宅,139332380,27.58
10509,雲林縣,服務業,81439414,16.12
10509,雲林縣,農林漁牧,37135331,7.35
10509,雲林縣,工業,247314948,48.95
10509,嘉義縣,住宅,95319720,37.98
10509,嘉義縣,服務業,55474952,22.1
10509,嘉義縣,農林漁牧,23089981,9.2
10509,嘉義縣,工業,77104142,30.72
10509,屏東縣,住宅,166883796,40.07
10509,屏東縣,服務業,102099925,24.51
10509,屏東縣,農林漁牧,60815004,14.6
10509,屏東縣,工業,86715875,20.82
10509,台東縣,住宅,38393186,43.93
10509,台東縣,服務業,36035326,41.23
10509,台東縣,農林漁牧,2512791,2.88
10509,台東縣,工業,10448954,11.96
10509,花蓮縣,住宅,66276339,30.09
10509,花蓮縣,服務業,69966537,31.76
10509,花蓮縣,農林漁牧,3015261,1.37
10509,花蓮縣,工業,81019329,36.78
10509,基隆市,住宅,75158596,50.98
10509,基隆市,服務業,53924145,36.57
10509,基隆市,農林漁牧,8744,0.01
10509,基隆市,工業,18347820,12.44
10509,新竹市,住宅,120398304,13.1
10509,新竹市,服務業,123943344,13.49
10509,新竹市,農林漁牧,825962,0.09
10509,新竹市,工業,673737315,73.32
10509,嘉義市,住宅,56196252,47.23
10509,嘉義市,服務業,54754891,46.02
10509,嘉義市,農林漁牧,569107,0.48
10509,嘉義市,工業,7462942,6.27
10509,澎湖縣,住宅,20579982,46.64
10509,澎湖縣,服務業,19365594,43.89
10509,澎湖縣,農林漁牧,535408,1.21
10509,澎湖縣,工業,3644318,8.26
10509,金門縣,住宅,13475708,42.65
10509,金門縣,服務業,14688117,46.49
10509,金門縣,農林漁牧,290054,0.92
10509,金門縣,工業,3139277,9.94
10509,連江縣,住宅,2801473,41.23
10509,連江縣,服務業,3449844,50.77
10509,連江縣,農林漁牧,24470,0.36
10509,連江縣,工業,519448,7.64
10508,新北市,住宅,930153249,44.87
10508,新北市,服務業,643513717,31.05
10508,新北市,農林漁牧,2124452,0.1
10508,新北市,工業,497029706,23.98
10508,台北市,住宅,620475711,37.72
10508,台北市,服務業,980438915,59.61
10508,台北市,農林漁牧,1894287,0.12
10508,台北市,工業,4112950,2.55
10508,桃園市,住宅,537350608,19.88
10508,桃園市,服務業,448503988,16.59
10508,桃園市,農林漁牧,3399597,0.13
10508,桃園市,工業,1714196045,63.41
10508,台中市,住宅,609458283,23.94
10508,台中市,服務業,613930819,24.12
10508,台中市,農林漁牧,16154792,0.63
10508,台中市,工業,1305936855,51.3
10508,台南市,住宅,409699146,16.62
10508,台南市,服務業,313697301,12.72
10508,台南市,農林漁牧,39173792,1.59
10508,台南市,工業,1703212155,69.07
10508,高雄市,住宅,531624055,21.41
10508,高雄市,服務業,530870294,21.38
10508,高雄市,農林漁牧,21735055,0.88
10508,高雄市,工業,1398814969,56.33
10508,宜蘭縣,住宅,96750824,30.13
10508,宜蘭縣,服務業,75488958,23.51
10508,宜蘭縣,農林漁牧,7516681,2.34
10508,宜蘭縣,工業,141338749,44.02
10508,新竹縣,住宅,135804152,15.37
10508,新竹縣,服務業,97949931,11.08
10508,新竹縣,農林漁牧,2124273,0.24
