年月,縣市,用電性質,售電量(度),用電佔比(%)
11112,金門縣,服務業,9329297,45.6
11112,金門縣,農林漁牧,283735,1.39
11112,金門縣,工業,2698508,13.19
11112,連江縣,住宅,1787545,32.58
11112,連江縣,服務業,3000688,54.7
11112,連江縣,農林漁牧,6635,0.12
11112,連江縣,工業,691127,12.6
11111,新北市,住宅,709913388,40.27
11111,新北市,服務業,552914135,31.36
11111,新北市,農林漁牧,2303644,0.13
11111,新北市,工業,497933399,28.24
11111,台北市,住宅,447027336,34.91
11111,台北市,服務業,775222779,60.54
11111,台北市,農林漁牧,429596,0.03
11111,台北市,工業,57821099,4.52
11111,桃園市,住宅,374646067,16.16
11111,桃園市,服務業,361710584,15.6
11111,桃園市,農林漁牧,4138638,0.18
11111,桃園市,工業,1577450006,68.05
11111,台中市,住宅,548445758,19.32
11111,台中市,服務業,502353084,17.69
11111,台中市,農林漁牧,14761818,0.52
11111,台中市,工業,1773615255,62.47
11111,台南市,住宅,366977081,13.49
11111,台南市,服務業,274203471,10.08
11111,台南市,農林漁牧,37795484,1.39
11111,台南市,工業,2042198608,75.05
11111,高雄市,住宅,597899194,22.63
11111,高雄市,服務業,475774334,18.01
11111,高雄市,農林漁牧,21793545,0.82
11111,高雄市,工業,1546408115,58.53
11111,宜蘭縣,住宅,77640318,26.62
11111,宜蘭縣,服務業,71941822,24.66
11111,宜蘭縣,農林漁牧,5661223,1.94
11111,宜蘭縣,工業,136441677,46.78
11111,新竹縣,住宅,103710821,11.45
11111,新竹縣,服務業,89738713,9.91
11111,新竹縣,農林漁牧,1962433,0.22
11111,新竹縣,工業,710471995,78.43
11111,苗栗縣,住宅,95739508,16.22
11111,苗栗縣,服務業,61739321,10.46
11111,苗栗縣,農林漁牧,2649073,0.45
11111,苗栗縣,工業,430204440,72.87
11111,彰化縣,住宅,218152159,23.25
11111,彰化縣,服務業,191268380,20.39
11111,彰化縣,農林漁牧,39730897,4.24
11111,彰化縣,工業,488965194,52.12
11111,南投縣,住宅,70846839,30.18
11111,南投縣,服務業,55980379,23.85
11111,南投縣,農林漁牧,9556061,4.07
11111,南投縣,工業,98339197,41.9
11111,雲林縣,住宅,127628064,26.64
11111,雲林縣,服務業,77077312,16.09
11111,雲林縣,農林漁牧,33983586,7.09
11111,雲林縣,工業,240378815,50.18
11111,嘉義縣,住宅,86955291,32.06
11111,嘉義縣,服務業,49709084,18.33
11111,嘉義縣,農林漁牧,23442755,8.64
11111,嘉義縣,工業,111155766,40.98
11111,屏東縣,住宅,155225673,35.61
11111,屏東縣,服務業,105070499,24.1
11111,屏東縣,農林漁牧,62249816,14.28
11111,屏東縣,工業,113393301,26.01
11111,台東縣,住宅,35010221,42.53
11111,台東縣,服務業,33720897,40.96
11111,台東縣,農林漁牧,2513218,3.05
11111,台東縣,工業,11073876,13.45
11111,花蓮縣,住宅,55580548,28.57
11111,花蓮縣,服務業,62813700,32.29
11111,花蓮縣,農林漁牧,2090557,1.07
11111,花蓮縣,工業,74063696,38.07
11111,基隆市,住宅,56101871,45.49
11111,基隆市,服務業,48519570,39.34
11111,基隆市,農林漁牧,762757,0.62
11111,基隆市,工業,17950761,14.55
11111,新竹市,住宅,94525373,11.33
11111,新竹市,服務業,103257981,12.37
11111,新竹市,農林漁牧,770887,0.09
11111,新竹市,工業,636005123,76.21
11111,嘉義市,住宅,48280452,46.64
11111,嘉義市,服務業,47273255,45.66
11111,嘉義市,農林漁牧,581666,0.56
11111,嘉義市,工業,7391039,7.14
11111,澎湖縣,住宅,17825963,43.51
11111,澎湖縣,服務業,18528091,45.22
11111,澎湖縣,農林漁牧,399977,0.98
11111,澎湖縣,工業,4215173,10.29
11111,金門縣,住宅,12700114,45.32
11111,金門縣,服務業,11401391,40.69
11111,金門縣,農林漁牧,316993,1.13
11111,金門縣,工業,3604039,12.86
11111,連江縣,住宅,2630150,41.42
11111,連江縣,服務業,3040912,47.89
11111,連江縣,農林漁牧,6003,0.09
11111,連江縣,工業,673146,10.6
11110,新北市,住宅,947039888,46.17
11110,新北市,服務業,588710619,28.7
11110,新北市,農林漁牧,2071837,0.1
11110,新北市,工業,513585147,25.04
11110,台北市,住宅,574270630,39.48
11110,台北市,服務業,824666263,56.69
11110,台北市,農林漁牧,462471,0.03
11110,台北市,工業,55302768,3.8
11110,桃園市,住宅,573155644,21.74
11110,桃園市,服務業,412221590,15.64
11110,桃園市,農林漁牧,5112701,0.19
11110,桃園市,工業,1645780283,62.43
11110,台中市,住宅,683898493,22.27
11110,台中市,服務業,546695772,17.8
11110,台中市,農林漁牧,15910533,0.52
11110,台中市,工業,1824368742,59.41
11110,台南市,住宅,447258363,15.78
11110,台南市,服務業,299615459,10.57
11110,台南市,農林漁牧,42781679,1.51
11110,台南市,工業,2043956020,72.13
11110,高雄市,住宅,545312749,20.4
11110,高雄市,服務業,509413968,19.06
11110,高雄市,農林漁牧,23627690,0.88
11110,高雄市,工業,1594683048,59.66
11110,宜蘭縣,住宅,111765932,32.89
11110,宜蘭縣,服務業,77480033,22.8
11110,宜蘭縣,農林漁牧,7125542,2.1
11110,宜蘭縣,工業,143449246,42.21
11110,新竹縣,住宅,155084622,16.01
11110,新竹縣,服務業,103159901,10.65
11110,新竹縣,農林漁牧,2091095,0.22
11110,新竹縣,工業,708560130,73.13
11110,苗栗縣,住宅,112270650,17.14
11110,苗栗縣,服務業,65415082,9.99
11110,苗栗縣,農林漁牧,2971284,0.45
11110,苗栗縣,工業,474289357,72.42
11110,彰化縣,住宅,271280775,25.95
11110,彰化縣,服務業,212843333,20.36
11110,彰化縣,農林漁牧,48876722,4.68
11110,彰化縣,工業,512477155,49.02
11110,南投縣,住宅,101723227,37
11110,南投縣,服務業,63784892,23.2
11110,南投縣,農林漁牧,11092667,4.03
11110,南投縣,工業,98350660,35.77
11110,雲林縣,住宅,146396422,28.64
11110,雲林縣,服務業,79642319,15.58
11110,雲林縣,農林漁牧,40450873,7.91
11110,雲林縣,工業,244688913,47.87
11110,嘉義縣,住宅,9112105,32.22
11110,嘉義縣,服務業,51284473,17.95
11110,嘉義縣,農林漁牧,27008114,9.46
11110,嘉義縣,工業,115332014,40.38
11110,屏東縣,住宅,166193933,36.14
11110,屏東縣,服務業,111802425,24.31
11110,屏東縣,農林漁牧,67689868,14.72
11110,屏東縣,工業,114153031,24.82
11110,台東縣,住宅,49241160,48.48
11110,台東縣,服務業,38570424,37.97
11110,台東縣,農林漁牧,2808556,2.77
11110,台東縣,工業,10948109,10.78
11110,花蓮縣,住宅,78349328,34.5
11110,花蓮縣,服務業,68510267,30.17
11110,花蓮縣,農林漁牧,2546116,1.12
11110,花蓮縣,工業,77692442,34.21
11110,基隆市,住宅,85023931,55.38
11110,基隆市,服務業,48164746,31.37
11110,基隆市,農林漁牧,880842,0.57
11110,基隆市,工業,19470075,12.68
11110,新竹市,住宅,109568998,11.95
11110,新竹市,服務業,110718185,12.08
11110,新竹市,農林漁牧,945585,0.1
11110,新竹市,工業,695339614,75.86
11110,嘉義市,住宅,58350986,49.73
11110,嘉義市,服務業,50358343,42.92
11110,嘉義市,農林漁牧,750320,0.64
11110,嘉義市,工業,7872469,6.71
11110,澎湖縣,住宅,21337022,47.72
11110,澎湖縣,服務業,18528569,41.44
11110,澎湖縣,農林漁牧,442307,0.99
11110,澎湖縣,工業,4400572,9.84
11110,金門縣,住宅,14364713,47.37
11110,金門縣,服務業,11729494,38.68
11110,金門縣,農林漁牧,391485,1.29
11110,金門縣,工業,3837413,12.66
11110,連江縣,住宅,2959218,39.46
11110,連江縣,服務業,3764578,50.2
11110,連江縣,農林漁牧,10250,0.14
11110,連江縣,工業,765525,10.21
11109,新北市,住宅,1106581205,46.33
11109,新北市,服務業,701472911,29.37
11109,新北市,農林漁牧,3139640,0.13
11109,新北市,工業,577227563,24.17
11109,台北市,住宅,697546339,40.64
11109,台北市,服務業,948828222,55.29
11109,台北市,農林漁牧,490202,0.03
11109,台北市,工業,69375448,4.04
11109,桃園市,住宅,557580250,20.78
11109,桃園市,服務業,450030259,16.78
11109,桃園市,農林漁牧,5718766,0.21
11109,桃園市,工業,1669289104,62.23
11109,台中市,住宅,743144252,23.49
11109,台中市,服務業,607670092,19.21
11109,台中市,農林漁牧,17018561,0.54
11109,台中市,工業,1795212072,56.76
11109,台南市,住宅,466789124,16.18
11109,台南市,服務業,315539826,10.94
11109,台南市,農林漁牧,47296071,1.64
11109,台南市,工業,2054503019,71.23
11109,高雄市,住宅,757756526,26.66
11109,高雄市,服務業,540654020,19.02
11109,高雄市,農林漁牧,24804748,0.87
11109,高雄市,工業,1519177074,53.45
11109,宜蘭縣,住宅,117665301,33.4
11109,宜蘭縣,服務業,91603779,26.01
11109,宜蘭縣,農林漁牧,8211421,2.33
11109,宜蘭縣,工業,134773613,38.26
11109,新竹縣,住宅,153630363,15.63
11109,新竹縣,服務業,108716181,11.06
11109,新竹縣,農林漁牧,2766653,0.28
11109,新竹縣,工業,717799136,73.03
11109,苗栗縣,住宅,143237885,20.8
11109,苗栗縣,服務業,74585469,10.83
11109,苗栗縣,農林漁牧,3348454,0.49
11109,苗栗縣,工業,467502070,67.88
11109,彰化縣,住宅,290140191,26.46
11109,彰化縣,服務業,218699608,19.94
11109,彰化縣,農林漁牧,56004612,5.11
11109,彰化縣,工業,531745127,48.49
11109,南投縣,住宅,85397573,33.03
11109,南投縣,服務業,64415437,24.91
11109,南投縣,農林漁牧,10532570,4.07
11109,南投縣,工業,98209393,37.98
11109,雲林縣,住宅,161554613,29.73
11109,雲林縣,服務業,90469831,16.65
11109,雲林縣,農林漁牧,45604216,8.39
11109,雲林縣,工業,245735409,45.22
11109,嘉義縣,住宅,109269050,32.63
11109,嘉義縣,服務業,57267886,17.1
11109,嘉義縣,農林漁牧,29365110,8.77
11109,嘉義縣,工業,139011871,41.51
11109,屏東縣,住宅,189484736,38.24
11109,屏東縣,服務業,118560471,23.92
11109,屏東縣,農林漁牧,72139968,14.56
11109,屏東縣,工業,115381024,23.28
11109,台東縣,住宅,46700902,45.1
11109,台東縣,服務業,42843323,41.37
11109,台東縣,農林漁牧,3102374,3
11109,台東縣,工業,10913010,10.54
11109,花蓮縣,住宅,79003681,32.49
11109,花蓮縣,服務業,77566782,31.89
11109,花蓮縣,農林漁牧,2975374,1.22
11109,花蓮縣,工業,83650045,34.4
11109,基隆市,住宅,83766516,52.66
11109,基隆市,服務業,53832038,33.84
11109,基隆市,農林漁牧,965459,0.61
11109,基隆市,工業,20494972,12.89
11109,新竹市,住宅,144296850,14.91
11109,新竹市,服務業,122555978,12.66
11109,新竹市,農林漁牧,1001004,0.1
11109,新竹市,工業,700206892,72.33
11109,嘉義市,住宅,63259239,49.25
11109,嘉義市,服務業,56027150,43.62
11109,嘉義市,農林漁牧,733273,0.57
11109,嘉義市,工業,8427647,6.56
11109,澎湖縣,住宅,25460568,46.43
11109,澎湖縣,服務業,24062795,43.88
11109,澎湖縣,農林漁牧,549727,1
11109,澎湖縣,工業,4766062,8.69
11109,金門縣,住宅,17564406,47.35
11109,金門縣,服務業,14842223,40.01
11109,金門縣,農林漁牧,413399,1.11
11109,金門縣,工業,4278698,11.53
11109,連江縣,住宅,3995633,43.01
11109,連江縣,服務業,4492998,48.37
11109,連江縣,農林漁牧,12359,0.13
11109,連江縣,工業,788527,8.49
11108,新北市,住宅,949189905,43.14
11108,新北市,服務業,634809208,28.85
11108,新北市,農林漁牧,2200249,0.1
11108,新北市,工業,614055108,27.91
11108,台北市,住宅,577847950,36.82
11108,台北市,服務業,931998553,59.39
11108,台北市,農林漁牧,497666,0.03
11108,台北市,工業,58990459,3.76
11108,桃園市,住宅,576606811,20.34
11108,桃園市,服務業,455623264,16.07
11108,桃園市,農林漁牧,5551171,0.2
11108,桃園市,工業,1797630157,63.4
11108,台中市,住宅,663063369,21.15
11108,台中市,服務業,565036800,18.03
11108,台中市,農林漁牧,17024411,0.54
11108,台中市,工業,1889569579,60.28
11108,台南市,住宅,447904025,14.92
11108,台南市,服務業,303333047,10.1
11108,台南市,農林漁牧,43295561,1.44
11108,台南市,工業,2207591049,73.53
11108,高雄市,住宅,548385981,20.51
11108,高雄市,服務業,518610819,19.4
11108,高雄市,農林漁牧,22677506,0.85
11108,高雄市,工業,1584259564,59.25
11108,宜蘭縣,住宅,110953632,31.07
11108,宜蘭縣,服務業,85310390,23.89
11108,宜蘭縣,農林漁牧,7828295,2.19
11108,宜蘭縣,工業,152969313,42.84
11108,新竹縣,住宅,153912773,14.73
11108,新竹縣,服務業,110983314,10.62
11108,新竹縣,農林漁牧,2467336,0.24
11108,新竹縣,工業,777822185,74.42
11108,苗栗縣,住宅,112293008,16.69
11108,苗栗縣,服務業,70262558,10.45
11108,苗栗縣,農林漁牧,3458497,0.51
11108,苗栗縣,工業,486663226,72.35
11108,彰化縣,住宅,261688040,23.87
11108,彰化縣,服務業,218498321,19.93
11108,彰化縣,農林漁牧,52486841,4.79
11108,彰化縣,工業,563804246,51.42
11108,南投縣,住宅,97796671,35.16
11108,南投縣,服務業,64414782,23.16
11108,南投縣,農林漁牧,10785625,3.88
11108,南投縣,工業,105151658,37.8
11108,雲林縣,住宅,143250071,27.17
11108,雲林縣,服務業,80445299,15.26
11108,雲林縣,農林漁牧,43592944,8.27
11108,雲林縣,工業,259938707,49.3
11108,嘉義縣,住宅,90754581,27.94
11108,嘉義縣,服務業,52171900,16.06
11108,嘉義縣,農林漁牧,27265877,8.39
11108,嘉義縣,工業,154613417,47.6
11108,屏東縣,住宅,168275700,36.02
11108,屏東縣,服務業,112945470,24.17
11108,屏東縣,農林漁牧,66855823,14.31
11108,屏東縣,工業,119146165,25.5
11108,台東縣,住宅,48969999,46.64
11108,台東縣,服務業,41826261,39.83
11108,台東縣,農林漁牧,2693561,2.57
11108,台東縣,工業,11516509,10.97
11108,花蓮縣,住宅,77079630,33.18
11108,花蓮縣,服務業,74412607,32.03
11108,花蓮縣,農林漁牧,2640244,1.14
11108,花蓮縣,工業,78205032,33.66
11108,基隆市,住宅,83062612,52.83
11108,基隆市,服務業,52249838,33.23
11108,基隆市,農林漁牧,1120963,0.71
11108,基隆市,工業,20793765,13.23
11108,新竹市,住宅,110061619,11.25
11108,新竹市,服務業,119286976,12.19
11108,新竹市,農林漁牧,970497,0.1
11108,新竹市,工業,748198550,76.46
11108,嘉義市,住宅,59224701,49.11
11108,嘉義市,服務業,51854710,43
11108,嘉義市,農林漁牧,726712,0.6
11108,嘉義市,工業,8799991,7.3
11108,澎湖縣,住宅,20000193,43.55
11108,澎湖縣,服務業,20489857,44.62
11108,澎湖縣,農林漁牧,480725,1.05
11108,澎湖縣,工業,4949641,10.78
11108,金門縣,住宅,12929815,42.99
11108,金門縣,服務業,12456210,41.41
11108,金門縣,農林漁牧,382049,1.27
11108,金門縣,工業,4309399,14.33
11108,連江縣,住宅,2892567,35.89
11108,連江縣,服務業,4306730,53.44
11108,連江縣,農林漁牧,11555,0.14
11108,連江縣,工業,847970,10.52
11107,新北市,住宅,791984831,40.25
11107,新北市,服務業,628720099,31.96
11107,新北市,農林漁牧,2590739,0.13
11107,新北市,工業,544151095,27.66
11107,台北市,住宅,497087589,33.75
11107,台北市,服務業,911711730,61.91
11107,台北市,農林漁牧,626358,0.04
11107,台北市,工業,63221336,4.29
11107,桃園市,住宅,414706619,15.82
11107,桃園市,服務業,423172983,16.14
11107,桃園市,農林漁牧,4898695,0.19
11107,桃園市,工業,1778856022,67.85
11107,台中市,住宅,582626690,18.92
11107,台中市,服務業,554571523,18.01
11107,台中市,農林漁牧,15141035,0.49
11107,台中市,工業,1926295483,62.57
11107,台南市,住宅,398831682,13.71
11107,台南市,服務業,296345091,10.19
11107,台南市,農林漁牧,41956872,1.44
11107,台南市,工業,2172135695,74.66
11107,高雄市,住宅,660141776,23.54
11107,高雄市,服務業,519644323,18.53
11107,高雄市,農林漁牧,21313664,0.76
11107,高雄市,工業,1603496666,57.17
11107,宜蘭縣,住宅,83955365,26.38
11107,宜蘭縣,服務業,82569389,25.95
11107,宜蘭縣,農林漁牧,7649593,2.4
11107,宜蘭縣,工業,144028420,45.26
11107,新竹縣,住宅,113022903,11.33
11107,新竹縣,服務業,100247435,10.05
11107,新竹縣,農林漁牧,2519244,0.25
11107,新竹縣,工業,781375232,78.36
11107,苗栗縣,住宅,106006493,15.81
11107,苗栗縣,服務業,68790720,10.26
11107,苗栗縣,農林漁牧,3126034,0.47
11107,苗栗縣,工業,492423730,73.46
11107,彰化縣,住宅,227212069,21.84
11107,彰化縣,服務業,207216216,19.92
11107,彰化縣,農林漁牧,48961166,4.71
11107,彰化縣,工業,556730279,53.53
11107,南投縣,住宅,72285495,29.08
11107,南投縣,服務業,58932509,23.71
11107,南投縣,農林漁牧,9556570,3.84
11107,南投縣,工業,107775925,43.36
11107,雲林縣,住宅,131255747,24.89
11107,雲林縣,服務業,83438472,15.82
11107,雲林縣,農林漁牧,42179680,8
11107,雲林縣,工業,270459224,51.29
11107,嘉義縣,住宅,90393220,27.51
11107,嘉義縣,服務業,53333715,16.23
11107,嘉義縣,農林漁牧,26138515,7.96
11107,嘉義縣,工業,158670878,48.3
11107,屏東縣,住宅,169924387,36.34
11107,屏東縣,服務業,110631967,23.66
11107,屏東縣,農林漁牧,66507786,14.22
11107,屏東縣,工業,120565390,25.78
11107,台東縣,住宅,38744454,41.74
11107,台東縣,服務業,39671339,42.74
11107,台東縣,農林漁牧,2737039,2.95
11107,台東縣,工業,11665195,12.57
11107,花蓮縣,住宅,59783389,26.84
11107,花蓮縣,服務業,72035039,32.34
11107,花蓮縣,農林漁牧,2386895,1.07
11107,花蓮縣,工業,88556374,39.75
11107,基隆市,住宅,59526725,45.57
11107,基隆市,服務業,49601659,37.97
11107,基隆市,農林漁牧,913249,0.7
11107,基隆市,工業,20589250,15.76
11107,新竹市,住宅,106965088,10.99
11107,新竹市,服務業,115475391,11.87
11107,新竹市,農林漁牧,886863,0.09
11107,新竹市,工業,749895041,77.05
11107,嘉義市,住宅,53555755,46.36
11107,嘉義市,服務業,52980405,45.86
11107,嘉義市,農林漁牧,653792,0.57
11107,嘉義市,工業,8327472,7.21
11107,澎湖縣,住宅,20048624,42.08
11107,澎湖縣,服務業,22273806,46.75
11107,澎湖縣,農林漁牧,457781,0.96
11107,澎湖縣,工業,4863130,10.21
11107,金門縣,住宅,12463953,42.2
11107,金門縣,服務業,12565897,42.55
11107,金門縣,農林漁牧,330991,1.12
11107,金門縣,工業,4171498,14.13
11107,連江縣,住宅,2998523,38.94
11107,連江縣,服務業,3865895,50.2
11107,連江縣,農林漁牧,10497,0.14
11107,連江縣,工業,825898,10.72
11106,新北市,住宅,632219252,37.52
11106,新北市,服務業,523026882,31.04
11106,新北市,農林漁牧,1732355,0.1
11106,新北市,工業,528178029,31.34
11106,台北市,住宅,376948142,31.17
11106,台北市,服務業,781452425,64.63
11106,台北市,農林漁牧,1212657,0.1
11106,台北市,工業,49576271,4.1
11106,桃園市,住宅,396663848,16.08
11106,桃園市,服務業,380188999,15.41
11106,桃園市,農林漁牧,4343827,0.18
11106,桃園市,工業,1685998735,68.34
11106,台中市,住宅,479169616,16.98
11106,台中市,服務業,495925111,17.57
11106,台中市,農林漁牧,13844912,0.49
11106,台中市,工業,1833548992,64.96
11106,台南市,住宅,327860194,11.73
11106,台南市,服務業,277109977,9.92
11106,台南市,農林漁牧,37095408,1.33
11106,台南市,工業,2152567775,77.03
11106,高雄市,住宅,414264590,16.29
11106,高雄市,服務業,486968616,19.15
11106,高雄市,農林漁牧,19464083,0.77
11106,高雄市,工業,1622013237,63.79
11106,宜蘭縣,住宅,75339122,26.53
11106,宜蘭縣,服務業,69328445,24.41
11106,宜蘭縣,農林漁牧,6723750,2.37
11106,宜蘭縣,工業,132628984,46.7
11106,新竹縣,住宅,104716930,11.06
11106,新竹縣,服務業,93989817,9.93
11106,新竹縣,農林漁牧,1882295,0.2
11106,新竹縣,工業,746176947,78.81
11106,苗栗縣,住宅,76303396,12.63
11106,苗栗縣,服務業,61010742,10.1
11106,苗栗縣,農林漁牧,2870539,0.48
11106,苗栗縣,工業,463953535,76.8
11106,彰化縣,住宅,188469942,19.61
11106,彰化縣,服務業,197197419,20.52
11106,彰化縣,農林漁牧,43625400,4.54
11106,彰化縣,工業,531840217,55.33
11106,南投縣,住宅,78172643,31.36
11106,南投縣,服務業,58104202,23.31
11106,南投縣,農林漁牧,9011977,3.62
11106,南投縣,工業,103992552,41.72
11106,雲林縣,住宅,109163205,22.73
11106,雲林縣,服務業,71744205,14.94
11106,雲林縣,農林漁牧,37183429,7.74
11106,雲林縣,工業,262274785,54.6
11106,嘉義縣,住宅,68514035,22.99
11106,嘉義縣,服務業,58748894,19.71
11106,嘉義縣,農林漁牧,23396739,7.85
11106,嘉義縣,工業,147408735,49.45
11106,屏東縣,住宅,133485822,32.22
11106,屏東縣,服務業,103353773,24.95
11106,屏東縣,農林漁牧,63584209,15.35
11106,屏東縣,工業,113840228,27.48
11106,台東縣,住宅,35655288,42.5
11106,台東縣,服務業,34923812,41.62
11106,台東縣,農林漁牧,2515197,3
11106,台東縣,工業,10808366,12.88
11106,花蓮縣,住宅,54579522,26.59
11106,花蓮縣,服務業,62980238,30.69
11106,花蓮縣,農林漁牧,2225658,1.08
11106,花蓮縣,工業,85459283,41.64
11106,基隆市,住宅,56906808,47.64
11106,基隆市,服務業,43597925,36.5
11106,基隆市,農林漁牧,11653,0.01
11106,基隆市,工業,18932763,15.85
11106,新竹市,住宅,73614409,8.27
11106,新竹市,服務業,103400978,11.62
11106,新竹市,農林漁牧,786496,0.09
11106,新竹市,工業,712274592,80.02
11106,嘉義市,住宅,41624362,40.88
11106,嘉義市,服務業,51495042,50.57
11106,嘉義市,農林漁牧,594404,0.58
11106,嘉義市,工業,8113801,7.97
11106,澎湖縣,住宅,14118526,38.3
11106,澎湖縣,服務業,17922658,48.62
11106,澎湖縣,農林漁牧,403784,1.1
11106,澎湖縣,工業,4418155,11.99
11106,金門縣,住宅,8932668,39.06
11106,金門縣,服務業,9926993,43.41
11106,金門縣,農林漁牧,319884,1.4
11106,金門縣,工業,3688207,16.13
11106,連江縣,住宅,2025149,32.86
11106,連江縣,服務業,3360411,54.52
11106,連江縣,農林漁牧,7745,0.13
11106,連江縣,工業,770335,12.5
11105,新北市,住宅,548332860,35.25
11105,新北市,服務業,497296601,31.97
11105,新北市,農林漁牧,2128209,0.14
11105,新北市,工業,507971540,32.65
11105,台北市,住宅,342630235,30.61
11105,台北市,服務業,725692045,64.83
11105,台北市,農林漁牧,1157519,0.1
11105,台北市,工業,49849497,4.45
11105,桃園市,住宅,307529401,13.32
11105,桃園市,服務業,334933258,14.51
11105,桃園市,農林漁牧,3764169,0.16
11105,桃園市,工業,1662761401,72.01
11105,台中市,住宅,408168040,14.77
11105,台中市,服務業,461434918,16.7
11105,台中市,農林漁牧,12744958,0.46
11105,台中市,工業,1880583840,68.06
11105,台南市,住宅,271989418,10.16
11105,台南市,服務業,254300559,9.5
11105,台南市,農林漁牧,32392283,1.21
11105,台南市,工業,2117916412,79.13
11105,高雄市,住宅,444794267,17.05
11105,高雄市,服務業,451939443,17.32
11105,高雄市,農林漁牧,18584747,0.71
11105,高雄市,工業,1693846459,64.92
11105,宜蘭縣,住宅,60894960,22.68
11105,宜蘭縣,服務業,63708307,23.73
11105,宜蘭縣,農林漁牧,5654894,2.11
11105,宜蘭縣,工業,138196163,51.48
11105,新竹縣,住宅,81511472,9.08
11105,新竹縣,服務業,81597860,9.09
11105,新竹縣,農林漁牧,1823595,0.2
11105,新竹縣,工業,733116566,81.63
11105,苗栗縣,住宅,74102973,11.79
11105,苗栗縣,服務業,55165307,8.78
11105,苗栗縣,農林漁牧,2417048,0.38
11105,苗栗縣,工業,496673801,79.04
11105,彰化縣,住宅,168008767,18.1
11105,彰化縣,服務業,181784542,19.58
11105,彰化縣,農林漁牧,37931667,4.09
11105,彰化縣,工業,540696473,58.24
11105,南投縣,住宅,56891155,25.73
11105,南投縣,服務業,51600212,23.34
11105,南投縣,農林漁牧,8751990,3.96
11105,南投縣,工業,103862106,46.97
11105,雲林縣,住宅,98846588,21.22
11105,雲林縣,服務業,70476139,15.13
11105,雲林縣,農林漁牧,33092356,7.1
11105,雲林縣,工業,263419252,56.55
11105,嘉義縣,住宅,66114247,19.98
11105,嘉義縣,服務業,44872517,13.56
11105,嘉義縣,農林漁牧,21162592,6.4
11105,嘉義縣,工業,198729143,60.06
11105,屏東縣,住宅,123170620,31.34
11105,屏東縣,服務業,95533103,24.3
11105,屏東縣,農林漁牧,61077339,15.54
11105,屏東縣,工業,113290988,28.82
11105,台東縣,住宅,27350123,38.47
11105,台東縣,服務業,30903690,43.47
11105,台東縣,農林漁牧,2326977,3.27
11105,台東縣,工業,10507218,14.78
11105,花蓮縣,住宅,43314308,20.98
11105,花蓮縣,服務業,57873134,28.03
11105,花蓮縣,農林漁牧,1976982,0.96
11105,花蓮縣,工業,103332476,50.04
11105,基隆市,住宅,43265349,43.3
11105,基隆市,服務業,39330024,39.37
11105,基隆市,農林漁牧,5008,0.01
11105,基隆市,工業,17310227,17.33
11105,新竹市,住宅,73208718,8.42
11105,新竹市,服務業,93664336,10.78
11105,新竹市,農林漁牧,714575,0.08
11105,新竹市,工業,701677698,80.72
11105,嘉義市,住宅,36262131,41.51
11105,嘉義市,服務業,42855951,49.06
11105,嘉義市,農林漁牧,507430,0.58
11105,嘉義市,工業,7734267,8.85
11105,澎湖縣,住宅,13671008,38.1
11105,澎湖縣,服務業,17573256,48.98
11105,澎湖縣,農林漁牧,356396,0.99
11105,澎湖縣,工業,4277328,11.92
11105,金門縣,住宅,9605249,41.72
11105,金門縣,服務業,9695227,42.11
11105,金門縣,農林漁牧,355621,1.54
11105,金門縣,工業,3366698,14.62
11105,連江縣,住宅,2301710,37.99
11105,連江縣,服務業,3009340,49.67
11105,連江縣,農林漁牧,7076,0.12
11105,連江縣,工業,740007,12.22
11104,新北市,住宅,584038871,39.05
11104,新北市,服務業,437069134,29.22
11104,新北市,農林漁牧,1467094,0.1
11104,新北市,工業,473182825,31.63
11104,台北市,住宅,340813727,32.77
11104,台北市,服務業,657762441,63.25
11104,台北市,農林漁牧,892359,0.09
11104,台北市,工業,40413915,3.89
11104,桃園市,住宅,387949808,16.6
11104,桃園市,服務業,315105291,13.49
11104,桃園市,農林漁牧,3082743,0.13
11104,桃園市,工業,1630354711,69.78
11104,台中市,住宅,431839029,16.14
11104,台中市,服務業,419967025,15.7
11104,台中市,農林漁牧,12046805,0.45
11104,台中市,工業,1811859697,67.72
11104,台南市,住宅,284387803,11.27
11104,台南市,服務業,230158852,9.12
11104,台南市,農林漁牧,28524038,1.13
11104,台南市,工業,1980104878,78.48
11104,高雄市,住宅,333025677,13.9
11104,高雄市,服務業,409356416,17.08
11104,高雄市,農林漁牧,17086921,0.71
11104,高雄市,工業,1636670319,68.3
11104,宜蘭縣,住宅,71993563,26.56
11104,宜蘭縣,服務業,57944406,21.37
11104,宜蘭縣,農林漁牧,4802645,1.77
11104,宜蘭縣,工業,136353777,50.3
11104,新竹縣,住宅,99860904,11.46
11104,新竹縣,服務業,79113503,9.08
11104,新竹縣,農林漁牧,1437752,0.17
11104,新竹縣,工業,690934487,79.3
11104,苗栗縣,住宅,71880178,11.54
11104,苗栗縣,服務業,50833097,8.16
11104,苗栗縣,農林漁牧,2239516,0.36
11104,苗栗縣,工業,497918707,79.94
11104,彰化縣,住宅,177663156,19.58
11104,彰化縣,服務業,173052858,19.07
11104,彰化縣,農林漁牧,33017680,3.64
11104,彰化縣,工業,523817481,57.72
11104,南投縣,住宅,75541781,32.04
11104,南投縣,服務業,50352183,21.36
11104,南投縣,農林漁牧,7528679,3.19
